movie_id,canonical_key,sources,num_sources,title,release_year,imdb_rating,imdb_votes,genre,description,poster_url,language,imdb_id
198,son of a gun_2014.0,"['netflix', 'imdb']",2,Son of a Gun,2014.0,55.0,2622.0,"Action, Crime, Drama","Locked up for a minor crime, 19 year old JR quickly learns the harsh realities of prison life. Protection, if you can get it, is paramount. JR soon finds himself under the watchful eye of Australia's most notorious criminal, Brendan Lynch. But protection comes at a price. Lynch and his crew have plans for their young protegee. Upon release, JR must help secure Lynch's freedom, staging a daring prison break. As a reward, he's invited to join the crew as they plan a gold heist that promises to deliver millions. However, as things start to go wrong, a deadly game of cat and mouse ensues. JR finds himself unsure of whom he can trust and on a collision course with his former mentor.",http://ia.media-imdb.com/images/M/MV5BMTg4MjUxODczM15BMl5BanBnXkFtZTgwMDY4MjY0MzE@._V1_SX300.jpg,English                  ,tt2452200
199,eddie izzard force majeure live_2013.0,"['imdb', 'amazon']",2,Eddie Izzard Force Majeure Live,2013.0,61.0,2658.0,Comedy,"Eddie Izzard returns to stage in 2013 with the biggest stand-up comedy world tour ever & his best Live performance yet, FORCE MAJEURE LIVE.  Filmed during his mammoth 2013/14 tour around 27 countries,  FORCE MAJEURE LIVE takes you on a truly hilarious journey, offering a rare and often bizarre glimpse into the mind of the master of surrealism, EDDIE IZZARD, a man who has inspired several generations of comics and who is universally recognized by fans and comics alike, as one of the world?s greatest-ever stand-up?s.",http://ia.media-imdb.com/images/M/MV5BMTc5NzY1ODA1OV5BMl5BanBnXkFtZTgwMDYwNTE0MzE@._V1_SX300.jpg,English                  ,tt3746820
200,mobster_2013.0,"['netflix', 'imdb']",2,Mobster,2013.0,74.0,1230.0,"Action, Crime, Drama","Mobster is the story of two men - Jacob Hadar, West Coast kingpin of the Israeli Mob, and Special Agent Ron Zarger, the man implanted to bring him down. Equipped with the latest surveillance technology, Zarger, known by his undercover name 'Eli,' has used his wits and his guts to slip into Hadar's inner circle. Hadar, brilliant and ferocious, has focused his attention on a long standing feud with the Baja Cartel, and has failed to see the saboteurs in his midst.",http://ia.media-imdb.com/images/M/MV5BMTU5NDk0MTI1Ml5BMl5BanBnXkFtZTgwMzY4OTY2MjE@._V1_SX300.jpg,English                  ,tt2570920
201,chasing taste_2014.0,"['netflix', 'imdb']",2,Chasing Taste,2014.0,76.0,1887.0,Comedy,"Down-and-out writer Chase Guidry is transformed overnight into NYC's next big food critic before a freak accident robs him of his senses of taste and smell. Now he must rely on a team of super ""smellers"" and tasters to fake his reviews. Riding his lie for as long as it will carry him, Chase is bound for a collapse of epic proportion.",http://ia.media-imdb.com/images/M/MV5BMjExMzA0NTA5Ml5BMl5BanBnXkFtZTcwNDczNDI5OQ@@._V1_SX300.jpg,English                  ,tt2997704
202,hum aapke hain koun_1994.0,"['netflix', 'imdb']",2,Hum Aapke Hain Koun,1994.0,7.6,8457.0,"Comedy, Drama, Musical, Romance","It tells the story of two lovers, Prem (Salman Khan) and Nisha (Madhuri Dixit). Their older siblings, Rajesh and Pooja get married. After Pooja has her baby, the elders decide to get Prem married with a girl like Pooja. Prem and Nisha slowly fall in love with each other. Prem tells his sister-in-law, Nisha's older sister, Pooja, that he loves Nisha.Pooja binds the two with her blessings and a necklace. Before Pooja can tell anyone the good news, she falls down the stairs, and dies. Everyone feels they lost their life after Pooja dies, because she had a magic touch that even the dog, Tuffy, notices. Rajesh finds life hard without Pooja, and he finds it especially hard to raise their son. The parents decide to get Rajesh married to Nisha so that he won't feel so lonely, and his son will get a mother. Nisha unknowingly accepts because she thinks that she is going to marry Prem. When she finds out she is marrying Rajesh, the two lovers decide to sacrifice their love for Rejesh's happiness. The servant that Pooja treated like a brother prays to God to stop the wedding and have Prem and Nisha get married. The dog decides to do something and takes the necklace Pooja gave to Nisha to wear to her wedding with Prem. Nisha writes a note saying that she is giving Pooja's bind back to Prem. The dog takes the necklace and note and instead of giving it to Prem, he gives to Rajesh. Rajesh finds out that Nisha and Prem love each other, and steps aside so that his younger brother can marry Nisha. They live happily ever after.",http://ia.media-imdb.com/images/M/MV5BMTI1NDM1NzgyM15BMl5BanBnXkFtZTcwNTA4MTgxMQ@@._V1._SX54_CR005474_.jpg,Hindi                    ,tt0110076
203,mary kom_2014.0,"['netflix', 'imdb']",2,Mary Kom,2014.0,6.7,5782.0,"Biography, Drama, Sport","A chronicle of the life of Indian boxer Mary Kom, who went through several hardships before audaciously accomplishing her ultimate dream.",http://ia.media-imdb.com/images/M/MV5BNjc0MjA0NzIzMF5BMl5BanBnXkFtZTgwMjg0MTQyMjE@._V1._SX54_CR005474_.jpg,Hindi                    ,tt3001638
204,highway_2014.0,"['netflix', 'imdb', 'amazon']",3,Highway,2014.0,7.6,13170.0,"Adventure, Drama, Romance","A girl. A city girl - young, full of life - is on the highway at night. With her fiancÃ©. They are about to get married in four days. Suddenly, her life is swung away from the brocade and jewelery of marriage to the harsh brutality of abduction. Her life will never be the same again. The same night, the gang is in panic. The girl is a big industrialist's daughter. His links in the corridors of power make ransom out of the question. They are doomed. But the leader of this group is adamant. For him sending her back is not an option. He will do whatever it takes to see this through. But as the days pass by, the scenery changes, the light changes, the sun sets and rises and the air changes, she feels that she has changed as well. Gradually, a strange bond begins to develop between the victim and the oppressor. It is in this captivity that she, for the first time, feels free. She does not want to go back but she also doesn't want to reach where he is taking her. She wishes this journey to never end. Maybe the Highway will not really change her. maybe this feeling is just a passing phase. Maybe not.",http://ia.media-imdb.com/images/M/MV5BMjE5NjkyNTczM15BMl5BanBnXkFtZTgwNDg4MzE5MDE@._V1._SX54_CR005474_.jpg,Hindi                    ,tt2980794
205,love rosie_2014.0,"['netflix', 'imdb', 'amazon']",3,Love Rosie,2014.0,62.0,1254.0,"Comedy, Romance","Rosie and Alex have been best friends since they were 5, so they couldn't possibly be right for one another... or could they? When it comes to love, life and making the right choices, these two are their own worst enemies. One awkward turn at 18, one missed opportunity... and life sends them hurling in different directions. But somehow, across time, space and different continents, the tie that binds them cannot be undone. Will they find their way back to one another, or will it be too late? Based on Cecelia Ahern's bestselling novel ""Where Rainbows End"", LOVE, ROSIE is a modern comedy-of-errors tale posing the ultimate question: Do we really only get one shot at true love?",http://ia.media-imdb.com/images/M/MV5BMTk0Mzg1MTU1MF5BMl5BanBnXkFtZTgwMjU3ODI2MzE@._V1_SX300.jpg,English                  ,tt1638002
206,flawed_2013.0,"['imdb', 'amazon']",2,Flawed,2013.0,56.0,1887.0,Drama,"'FLAWED' is a Christian film powered by a story of the desire to be better individuals. April Stone (Lakisha May) is trying desperately to reconnect with her alcoholic father, Eli (Hal Beasley), who's lost all faith in God after the passing of his second wife, Elizabeth, who helped keep him on track spiritually. This comes about as April is seemingly heading down a harmful path with her fiancé Luke (Edgar Moore, Jr.), who wants to leave the street life behind him but, mixing with his old friend Paul (Rahim Ali) who has a bad reputation, will prove to be more than he can handle. Being disciplined in the true sense of the Word - Pastor Derrick Smith (Reginald L. Barnes), must fight the demons of his wayward father and keep him and his pregnant wife, Nicole (Chrystal Stone), in marital bliss when an old college friend, Keisha (Charle Webb), surfaces with a clear agenda to get what she wants.",http://ia.media-imdb.com/images/M/MV5BMTQ4NDQyODk2NV5BMl5BanBnXkFtZTcwMDgwMjYzOQ@@._V1_SX300.jpg,English                  ,tt2715352
207,shadowed_2012.0,"['imdb', 'amazon']",2,Shadowed,2012.0,52.0,1817.0,"Mystery, Thriller","A group of friends must survive a night in the wilderness after one of them is found stabbed to death. The dilemma is whether the killer is out in the woods, or is one of their own. The answer depends on unraveling the six month old mystery of their friend Sophia, who died suspiciously and whose killer was never found.",http://ia.media-imdb.com/images/M/MV5BMjE5MjM5NzI3OF5BMl5BanBnXkFtZTcwMzg2MDA2OA@@._V1_SX300.jpg,English                  ,tt2327507
208,pk_2014.0,"['netflix', 'imdb']",2,PK,2014.0,8.4,57228.0,"Comedy, Drama, Mystery, Romance, Sci-Fi","A stranger in the city asks questions no one has asked before. Known only by his initials, P.K.'s innocent questions and childlike curiosity will take him on a journey of love, laughter and letting-go.",http://ia.media-imdb.com/images/M/MV5BMTYzOTE2NjkxN15BMl5BanBnXkFtZTgwMDgzMTg0MzE@._V1._SX54_CR005474_.jpg,Hindi                    ,tt2338151
209,alice and the monster_2012.0,"['imdb', 'amazon']",2,Alice and the Monster,2012.0,87.0,2718.0,"Comedy, Romance","Alice Hughes, who has always been successful at business but not at love, finds herself at the beginnings of a fantastic new romance at the same time she is diagnosed with a possibly terminal brain tumor. She's faced with a decision: play out the wonderful things happening in her life in what short time she has left, or undergo a dangerous treatment and long rehab, and risk losing everything she's gained for a slim chance at longer life. Alice and the Monster mixes humor, drama and romance as Alice struggles to make this monumental decision amid the reactions her cancer elicits from the people around her.",http://ia.media-imdb.com/images/M/MV5BNjM5NjkzMDI2OV5BMl5BanBnXkFtZTcwNzI0NjQ0OQ@@._V1_SX300.jpg,English                  ,tt2458862
210,barfi_2012.0,"['netflix', 'imdb']",2,Barfi,2012.0,8.3,43698.0,"Adventure, Comedy, Drama, Romance","Set in the 1970s in a pretty corner of India, Barfi! is the story of three young people who learn that love can neither be defined nor contained by society's norms of normal and abnormal. Barfi, a hearing and speech impaired boy falls in love with Shruti. In spite of her deep affection for Barfii, Shruti gives into societal and parental pressure to marry a 'normal' man and lead a 'normal' life. Many years later their paths cross once again when Barfi, now in love with Jhilmil, is on the run from the police. Barfi is desperately seeking Jhilmil, who has gone missing. Shruti's realization that Jhilmil is autistic makes her recognize that true love is really blind. Caught in a cat and mouse game, in the search for the girl Barfi loves, Shruti realizes that she is still in love with him. She must now choose between her happiness and Barfi! stars three of India's most loved young stars, all essaying roles of a lifetime. The uber cool Ranbir Kapoor plays the lead role of Barfi!, the very talented Priyanka Chopra takes on the challenge of playing Jhilmil and South star Ileana makes her Hindi debut as Shruti. This season, don't worry, be Barfi!",http://ia.media-imdb.com/images/M/MV5BMTQzMTEyODY2Ml5BMl5BanBnXkFtZTgwMjA0MDUyMjE@._V1._SX54_CR005474_.jpg,Hindi                    ,tt2082197
211,christmas club_2013.0,"['netflix', 'imdb', 'amazon']",3,The Christmas Club,2013.0,87.0,2718.0,"Comedy, Mystery, Thriller",Four card players. Three $5 million dollar winners. One death sentence.,http://ia.media-imdb.com/images/M/MV5BMjEyMjc4ODgyN15BMl5BanBnXkFtZTgwNjA4MjE3NDE@._V1_SX300.jpg,English                  ,tt3437500
212,hamara dil aapke paas hai_2000.0,"['netflix', 'imdb']",2,Hamara Dil Aapke Paas Hai,2000.0,5.6,1129.0,"Family, Comedy, Drama, Romance","Inspired by the Telugu film, ""Pelli Chuskundam,"" the plot follows the life of a rape victim (Aishwarya Rai). Now, a disgrace to her family, she is turned away from her house after the sexual assault. But she finds shelter in the character played by Anil Kapoor.",http://ia.media-imdb.com/images/M/MV5BMTcyNjgxMTU5NF5BMl5BanBnXkFtZTcwMzk2ODgzMQ@@._V1._SX54_CR005474_.jpg,Hindi                    ,tt0255212
213,sick people_2014.0,"['imdb', 'amazon']",2,Sick People,2014.0,87.0,2718.0,"Horror, Thriller","A doctor too disturbed to face his own father's terminal condition hires a morally and ethically bankrupt nurse to provide discreet (and illegal) end-of-life care in a seedy motel. Life for the apathetic nurse turns frantic as she becomes tormented by visions of dead patients she once neglected and mistreated. Unfolding by way of flashbacks and present days hauntings, this is the story of personal guilt, karma, consequences and Cassie Glass's ultimate frightening downfall...",http://ia.media-imdb.com/images/M/MV5BMjI0NzMxMDQ2Nl5BMl5BanBnXkFtZTgwMTM2MDIxMzE@._V1_SX300.jpg,English                  ,tt3596060
214,darr_1993.0,"['imdb', 'amazon']",2,Darr,1993.0,8.1,12607.0,"Drama, Mystery, Romance, Thriller","A young man is insanely obsessed over a college girl. This obsession causes the young man to take daring steps to prevent her from marrying her fiancÃ©, a naval officer. When she finally does marry the naval officer, however, the young man's fury causes him to break all limits of decency.",http://ia.media-imdb.com/images/M/MV5BMTYyNjQxMzcyMl5BMl5BanBnXkFtZTcwNTY5NTk5Mw@@._V1._SY74_CR005474_.jpg,Hindi                    ,tt0109555
215,raja hindustani_1996.0,"['netflix', 'imdb', 'amazon']",3,Raja Hindustani,1996.0,6.1,4261.0,"Drama, Romance, Musical, Comedy, Action","Raja is a poor man who lives in India. He meets with a very rich girl, and both fall in love with each other. The girl's name is Aarti, who lives with her step-mother, who is very cruel, father and and step-cousin, who oppose her having any contact with Raja. But Aarti is stubborn, and gets married to Raja. After their marriage, her step-mother, father and step-cousin pretend to accept them, but actually are planning to bring an end to their relationship.",http://ia.media-imdb.com/images/M/MV5BMTY3MDA2OTQ5MV5BMl5BanBnXkFtZTcwNDg1ODgzMQ@@._V1._SX54_CR005474_.jpg,Hindi                    ,tt0117437
216,kahaani_2012.0,"['netflix', 'imdb']",2,Kahaani,2012.0,8.3,30536.0,"Drama, Mystery, Thriller","Kolkata is abuzz with the preparations for the annual Durga Puja festival, as seven months pregnant Vidya Bagchi steps off the airplane from London. Her first stop is the local police station to file a missing person report. Weeks ago, her husband Arnab arrived in India for a job assignment. The first two weeks, they talked daily on the phone, and then without explanation, his calls stopped. Everywhere Vidya turns, no one can remember Arnab. There is no trace of him at the guest house or his workplace. But Vidya will not give up her search. Somewhere in Kolkata she will discover the dangerous truth.",http://ia.media-imdb.com/images/M/MV5BMTQ1NDI0NzkyOF5BMl5BanBnXkFtZTcwNzAyNzE2Nw@@._V1._SX54_CR005474_.jpg,Hindi                    ,tt1821480
217,omg oh my god_2012.0,"['netflix', 'imdb']",2,OMG Oh My God,2012.0,8.2,18792.0,"Comedy, Drama, Family, Fantasy","Kanji Lalji Mehta is the owner of a small shop selling religious goods, though he himself is an atheist. He cooks up some or the other explanation and is able to extract a lot of money from his customers. But when an earthquake destroys his only source of income and the insurance company refuses to pay up on the basis of 'act of God', Kanjibhai takes God to the court. Having many people clinging their hopes to him but not having any experience of fighting a case in court, he is not able to prove his point due to lack of evidence that is, not until he is approached by a person who introduces himself as Krishna Vasudeva Yadav. Krishna helps Kanji win his case, his family and helps him find his faith in God. The film shows us how priests can turn religion into a business and that God can be found everywhere and particularly in a house of worship.",http://i.media-imdb.com/images/SF1f0a42ee1aa08d477a576fbbf7562eed/realm/feature.gif,Hindi                    ,tt2283748
218,saving mr banks_2013.0,"['netflix', 'imdb']",2,Saving Mr Banks,2013.0,66.0,2694.0,"Biography, Comedy, Drama","When Walt Disney's daughters begged him to make a movie of their favorite book, P.L. Travers' Mary Poppins (1964), he made them a promise - one that he didn't realize would take 20 years to keep. In his quest to obtain the rights, Walt comes up against a curmudgeonly, uncompromising writer who has absolutely no intention of letting her beloved magical nanny get mauled by the Hollywood machine. But, as the books stop selling and money grows short, Travers reluctantly agrees to go to Los Angeles to hear Disney's plans for the adaptation. For those two short weeks in 1961, Walt Disney pulls out all the stops. Armed with imaginative storyboards and chirpy songs from the talented Sherman brothers, Walt launches an all-out onslaught on P.L. Travers, but the prickly author doesn't budge. He soon begins to watch helplessly as Travers becomes increasingly immovable and the rights begin to move further away from his grasp. It is only when he reaches into his own childhood that Walt discovers the truth about the ghosts that haunt her, and together they set Mary Poppins free to ultimately make one of the most endearing films in cinematic history.",http://ia.media-imdb.com/images/M/MV5BMTc0MTQ3NzE4Nl5BMl5BanBnXkFtZTcwMzA4NDM5OQ@@._V1_SX300.jpg,English                  ,tt2140373
219,guru_2007.0,"['netflix', 'imdb']",2,Guru,2007.0,7.8,10479.0,"Biography, Drama, Musical, Romance","A school-teacher in India sires a son named Gurukant, but is disappointed as the child fails to live up to his high expectations. When Gurukant grows up, he is unable to secure decent employment in India, so finds a way to go to Turkey, where he finds employment. When he returns back to India, he wants to start his own business, but is unable to do so, as he does not have enough money. So he does some research, gets to meet Sujata, the daughter of a wealthy man named Jignesh, and marries her. After the marriage, Gurukant finds out that Sujata has a dark past, but he ignores this - for his one motive is to be to rise in the eyes of his father - and get rich.",http://ia.media-imdb.com/images/M/MV5BMjAzMTkyMTQ0MF5BMl5BanBnXkFtZTcwMjIxNjA0MQ@@._V1._SX54_CR005474_.jpg,Hindi                    ,tt0499375
220,shanghai_2012.0,"['netflix', 'imdb']",2,Shanghai,2012.0,7.3,6191.0,"Crime, Thriller","An American man returns to a corrupt, Japanese-occupied Shanghai four months before Pearl Harbor and discovers his friend has been killed. While he unravels the mysteries of the death, he falls in love and discovers a much larger secret.",http://ia.media-imdb.com/images/M/MV5BMTU4MTAwODQ2N15BMl5BanBnXkFtZTcwNDY3MzM3Nw@@._V1._SX54_CR005474_.jpg,Hindi                    ,tt1092634
221,ta ra rum pum_2007.0,"['imdb', 'amazon']",2,Ta Ra Rum Pum,2007.0,5.4,2455.0,"Comedy, Family, Romance","A poor New York resident, who is of Indian origin, dreams of becoming a fast car race driver. He endeavors, and his efforts are rewarded when he selected by a little-known group called 'RACING SADDLES'. He joins them and soon becomes their ace race driver. This man, whose name is Rajveer, then meets with a rich American woman, also of Indian origin, whose name is Radhika. Both fall in love with each other. They cannot get married, because Radhika's family hates Rajveer mainly because he is very poor. But Radhika is very stubborn, so she marries him. She loses all her rights to her family's wealth. They get married and become parents of two children. They also become very rich. Then Rajveer has an accident which changes their lives forever. They get into debt and stand to lose everything. Will Radhika be forced to return back to her family?",http://ia.media-imdb.com/images/M/MV5BMTU2NzA5MDc2OF5BMl5BanBnXkFtZTgwMzcxMDg0MzE@._V1._SX54_CR005474_.jpg,Hindi                    ,tt0833553
222,small apartments_2012.0,"['imdb', 'amazon']",2,Small Apartments,2012.0,51.0,1892.0,"Comedy, Crime, Drama","When a clumsy deadbeat accidentally kills his landlord, he must do everything in his power to hide the body, only to find the distractions of lust, the death of his beloved brother and a crew of misfit characters, force him on a journey where a fortune awaits him.",http://ia.media-imdb.com/images/M/MV5BMjA2MjU3MjgyMV5BMl5BanBnXkFtZTcwMzY4MDk4OA@@._V1_SX300.jpg,English                  ,tt1272886
223,lakshya_2004.0,"['netflix', 'imdb']",2,Lakshya,2004.0,7.9,8556.0,"War, Drama, Romance","Karan is a lazy good-for-nothing who lives on the generated income of his father and elder brother at their family business. Karan's days: hang out with buddies and romance a woman named Romi. When he watches an action movie, he decides to enlist in the army with a friend, but basic training proves to be too much of a bother and he shortly abandons it, thus making him lose respect on the home front. Romi also stops respecting him. Karan decides he must re-join the army and show his family and Romi that he, too, is focused upon the path he has to take in this lifetime, but will he be resilient enough to carry out this task?",http://i.media-imdb.com/images/SF1f0a42ee1aa08d477a576fbbf7562eed/realm/feature.gif,Hindi                    ,tt0323013
224,bhagam bhag_2006.0,"['netflix', 'imdb']",2,Bhagam Bhag,2006.0,5.9,2873.0,"Comedy, Mystery, Romance","Champak Chaturvedi runs a theatrical troupe in India. He hires two men, Bunty - a graduate in Arts, and Babla- who cannot read nor write English. One has to play the role of the play's hero, while one the villain. Both men end up squabbling with each other, as both want the hero's part. Then Champak finds out that Bunty has molested the play's heroine, Anjali, and punishes him. The group gets a contract to stage 30 plays in Britain, however, on the day of the departure, Anjali opts out, leaving Champak no alternative but to travel without a heroine, but hoping to recruit one while in Britain. Upon arrival, Babla sets about to find a suitable heroine from the Indian population, but Bunty beats him to it and recruits a woman named Munni. Babla has his suitcase switched by another containing heroin, and as a result both men end being suspects by the local Police, whose Commissioner is an Indian, J.D. Mehra. Then both Munni and Bunty fall in love with each other. Then Munni has an accident with a vehicle and ends up in a hospital. When she regains her senses, she tells everyone that she is Nisha Chauhan, and is married to Vikram, who lives in Liverpool. Vikram arrives, thanks everyone, and takes his wife, who has suicidal tendencies, home. A few days later, Bunty receives a phone call from a frantic Nisha, who tells him to come over immediately. He, along with Champak and Babla, arrive there to find her body in flames. She is declared dead in hospital. Now the troupe is on the hunt for another heroine for their play - when the unexplainable happens - as Bunty claims that he saw Nisha. No one believes him, but then subsequently a terrified Champak and then a bewildered Babla both claim to have seen her. These sighting hurl the trio in a non-stop chaotic situation involving drug dealers, goons who want revenge, as well as the Police Commissioner himself, who also has a role to play in this comedy of errors and terrors.",http://i.media-imdb.com/images/SF1f0a42ee1aa08d477a576fbbf7562eed/realm/feature.gif,Hindi                    ,tt0805184
225,little red wagon_2012.0,"['imdb', 'amazon']",2,Little Red Wagon,2012.0,51.0,1272.0,Drama,"Carrot-topped 8-year-old Zach Bonner lives in Tampa with his realtor mom Laurie and teenage sister Kelley. In 2004, in the wake of Hurricane Charley, Zach uses his beat-up toy wagon to collect water, food and clothing for families left homeless by the storm. Emboldened by his success and the attention he is receiving from the local media, Zach battles bureaucratic hurdles to start his own charity, the Little Red Wagon Foundation, to produce and distribute ""Zach Packs"", backpacks filled with life's bare essentials, plus a toy. Zach's life intersects with that of newly widowed Margaret Craig and her young son Jim, whose hardships spiral out of control and land them in a series of homeless shelters. Suddenly, Zach gets the idea to walk from Tampa to the state capital, Tallahassee, to bring attention to the plight of homeless youth. His mother is against it; and his sister feels increasingly resentful of Zach and the attention he's getting. Zach's walk begins amid great fanfare: a rousing speech by a state senator, a throng of people who walk the first mile with Zach and his family. But it soon settles into a long slog in the dead of summer. Meanwhile, Margaret and Jim Craig, having finally wound up in a decent shelter, each find hope. Jim is given a ""Zach Pack,"" and his spirits lift when he pulls out a yo-yo, a small gift that, for Jim, means that ""Someone out there cares!"" Only miles outside of Tallahassee, Zach witnesses his own family falling apart. He is about to complete the final leg of their long journey, but was it worth it?",http://ia.media-imdb.com/images/M/MV5BMzgyODcyNDc5N15BMl5BanBnXkFtZTcwNDg3Nzk0OA@@._V1_SX300.jpg,English                  ,tt1614430
226,apne_2007.0,"['imdb', 'amazon']",2,Apne,2007.0,5.8,1437.0,"Drama, Sport","An ex-boxer Baldev Choudhary has had a stain in his boxing career. He wanted to wash it with his son Angad's success, but times were hard and a financial crunch kept him from achieving this dream. Though Angad pulled through fine, Baldev never forgot who ruined his chance. An opportunity strikes Baldev in the form of a T.V. Show. He trains a local boy to get into this media hyped boxing show, but is ditched for a better coach at the last minute. Baldev's younger son Karan has just launched his first music album. Realizing his father is in a crises, he gives up his dream of a musical career to get into the game of boxing. Karan works hard and wins all through thinking that his victory will bring the two pillars of his family together. After winning within the nation, he wins all over the world. The final match is with the current world heavy champion.",http://i.media-imdb.com/images/SF1f0a42ee1aa08d477a576fbbf7562eed/realm/feature.gif,Hindi                    ,tt0814014
227,sarkar_2005.0,"['netflix', 'imdb']",2,Sarkar,2005.0,7.8,7338.0,"Crime, Drama","Meet Subhash Nagre - a wealthy and influential resident of Bombay. He lives in a palatial house with his wife, Pushpa; sons Vishnu and his wife Amrita and their son; a second son, named Shankar, in the United States. Subhash and his family are thrilled when Shankar returns home, in the company of a gorgeous long-legged young woman named Pooja, who he plans to marry soon. While Subhash adores both his sons, he shows his open disappointment for Vishnu, whose language, childish actions, and his affair with a Bollywood actress named Sapna are just few of his wrong actions. When Vishnu finds out that a Bollywood actor is attempting to start an affair with Sapna, he angrily guns him down in front of several witnesses. Subhash asks Vishnu to leave the house, and thereafter Vishnu is arrested and charged with murder. Then all hell breaks lose in the Nagre household when a politician named Motilal Khurana is killed, and the killer names Subhash as the person who hired him to do this killing. Subhash is arrested, and held in prison - there is no hope for him in the courts as he has been already been found guilty - not for this killing - but for acting as a power unto himself - a mafia-like Godfather - who metes out justice - when justice fails. Watch how circumstances force Subhash to come to terms that he no longer is influential and no one will come forward to assist him; Shankar is abducted and disappears, and the one who has hired to kill him is none other than his son - Vishnu.",http://ia.media-imdb.com/images/M/MV5BMjI4MzkxNTkzNl5BMl5BanBnXkFtZTcwNzQ5MzAxOQ@@._V1._SX54_CR005474_.jpg,Hindi                    ,tt0432047
228,parker_2013.0,"['netflix', 'imdb']",2,Parker,2013.0,52.0,2430.0,"Action, Crime, Thriller","Parker is a thief who has an unusual code. He doesn't steal from the poor and hurt innocent people. He is asked to join 4 other guys on a job. They pull it off flawlessly. They tell Parker that what they got can help them set up another job which will net them much more. But Parker doesn't want to join them and asks for his share. But they need it all so they try to kill him. They dispose of his body but someone finds him and he is still alive and takes him to the hospital. After recovering he sets out to get back at the ones who tried to kill him, another one of his codes. Despite being told that they are working for a known mobster which he was not aware of, he still wants to go after them. He learns where they are and poses as a wealthy Texan looking to buy a house. So he hires a real estate agent, Leslie Rogers to show him around. He is actually trying to find out where they're holed up. And when he finds it, he sets out on his plan to get them. But when they learn he is alive, they contact the mobster to take care of him. So he sends a killer to take care of him. And Leslie also finds herself intrigued with him so she follows him.",http://ia.media-imdb.com/images/M/MV5BMTk4MzM2NTQ1Nl5BMl5BanBnXkFtZTcwODIyODY1OA@@._V1_SX300.jpg,English                  ,tt1904996
229,youre not you_2014.0,"['imdb', 'amazon']",2,Youre Not You,2014.0,64.0,2322.0,Drama,"Kate is a classical pianist just diagnosed with ALS. Bec is a brash college student and would-be rock singer who can barely keep her wildly chaotic affairs, romantic and otherwise, together. Yet, when Bec takes a job assisting Kate, just as Kate's marriage to Evan hits the skids, both women come to rely on what becomes an unconventional, sometimes confrontational and fiercely honest bond. As meticulous, willful Kate begins to rub off on whirlwind, spontaneous Bec - and vice versa - both women find themselves facing down regrets, exploring new territory and expanding their ideas of who they want to be.",http://ia.media-imdb.com/images/M/MV5BMTczNDkyODA1N15BMl5BanBnXkFtZTgwNjIwOTI4MjE@._V1_SX300.jpg,English                  ,tt1198156
230,beta_1992.0,"['imdb', 'amazon']",2,Beta,1992.0,6.4,1017.0,"Drama, Family, Musical, Romance","Beta is the story of Raju, the only child of a widowed multi millionaire. Raju's father can provide him anything he wants but Raju's only desire is to get mother's love, in order to please Raju, his father gets married to Nagmani, thinking that she will take care of Raju more than his real mother would. Raju becomes completely devoted to his stepmother, doing whatever she wishes. Time passes by, Raju grows up and gets married to Saraswati. Saraswati discovers that Nagmani's motherly love for Raju is fake and all what Nagmani is interested in, is capturing Raju's wealth.",http://i.media-imdb.com/images/SF1f0a42ee1aa08d477a576fbbf7562eed/realm/feature.gif,Hindi                    ,tt0101437
231,haunted house demon poltergeist_2013.0,['imdb'],1,Haunted House Demon Poltergeist,2013.0,87.0,2718.0,"Mystery, Thriller","For those who think that Ghosts and Spirits aren't real, this is a Ghost Investigation that will change their minds forever. The team from Haunted Events UK are called in to a 400 year old, three story, Victorian house on old High Street in Sutton Town, England - allegedly the most haunted area of Britain. Abandoned by the previous occupier due to alarming Poltergeist activity, the team enters the house to find it a wreck, strewn with objects scattered by the entities dwelling within its walls. Quickly, the team's medium is in touch with the Poltergeist who makes its presence known as a chair slides across the floor before their eyes, not once, but several times and on command. Unnerved but determined, the team moves around the house only to be bombarded by flying objects, lifting tables and two members of the team are even pushed to the floor. A never before filmed series of events occur, making this one of the most terrifying ghost hunts you will ever see. Witness flying objects, noises, thermal heat sources and experience strange forces working to warn the team to leave the residence by pushing over an investigator and leaving behind an actual thermal apparition.",http://ia.media-imdb.com/images/M/MV5BMTcwMjIwNjYzMl5BMl5BanBnXkFtZTcwMTk1NTEzOQ@@._V1_SX300.jpg,English                  ,tt2780094
232,eddy and viv_2013.0,['imdb'],1,Eddy and Viv,2013.0,87.0,2718.0,"Comedy, Drama, Romance","When a man's date goes fatally wrong, there is only one person he can turn to...a good friend will always share your bad day.",http://ia.media-imdb.com/images/M/MV5BMTY4MjY5MDg3OV5BMl5BanBnXkFtZTgwMzQ4OTE5MDE@._V1_SX300.jpg,English                  ,tt3408870
233,looking for clarissa_2013.0,['imdb'],1,Looking for Clarissa,2013.0,87.0,2718.0,"Horror, Mystery, Thriller",An American student travels to Italy to film a documentary about a local urban legend: the mysterious disappearance of a young woman named Clarissa. From Rome he travels to a medieval village where the young woman was last seen... and he never came back.,http://ia.media-imdb.com/images/M/MV5BMTY2MjQ4NDgwOV5BMl5BanBnXkFtZTgwNTUzMTc2MDE@._V1_SX300.jpg,English                  ,tt3342444
